lambda [nm];l_Cu [cm];l_Fe [cm];l_Ni [cm];l_bobina [cm];O_bobina [cm];N_bobina;sigma_l [mm]
633;14,25;14,24;14,23;5,56;4,71;1200;0,05
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
