lambda [m];sigma_lambda [m];L_Cu [m];L_Fe [m];L_Ni [m];L_bobina [m];L_diámetro_bobina [m];sigma_L [m];vueltas_bobina
0,000000633;0,000000001;0,1425;0,1424;0,1423;0,0556;0,0471;0,00005;1200
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;   ;;;
