Voltage U1	Corriente IA
24,22	1,06
24,24	1,10
24,27	1,06
24,29	1,08
24,32	1,04
24,34	1,07
24,37	1,05
24,39	1,10
24,42	1,06
24,44	1,09
24,46	1,03
24,49	1,07
24,51	1,03
24,54	1,07
24,56	1,01
24,59	1,05
24,61	0,98
24,63	1,03
24,66	0,97
24,68	1,02
24,71	0,95
24,73	1,01
24,76	0,95
24,78	0,99
24,81	0,93
24,83	0,99
24,85	0,93
24,88	0,98
24,90	0,91
24,93	0,97
24,95	0,94
24,98	0,99
25,00	0,91
25,03	0,95
25,05	0,90
25,07	0,95
25,10	0,92
25,12	0,96
25,15	0,90
25,17	0,95
25,20	0,90
25,22	0,97
25,25	0,93
25,27	0,93
25,29	0,89
25,32	0,92
25,34	0,91
25,37	0,94
25,39	0,89
25,42	0,90
25,44	0,88
25,47	0,90
25,49	0,90
25,51	0,91
25,54	0,90
25,56	0,92
25,59	0,91
25,61	0,90
25,64	0,92
25,66	0,93
25,68	0,95
25,71	0,92
25,73	0,90
25,76	0,90
25,78	0,93
25,81	0,92
25,83	0,95
25,86	0,91
25,88	0,94
25,90	0,92
25,93	0,97
25,95	0,96
25,98	0,99
26,00	0,93
26,03	0,97
26,05	0,93
26,08	0,98
26,10	0,95
26,12	0,98
26,15	0,92
26,17	0,98
26,20	0,93
26,22	1,01
26,25	0,95
26,27	1,00
26,30	0,97
26,32	1,03
26,34	0,99
26,37	1,06
26,39	1,01
26,42	1,09
26,44	1,03
26,47	1,08
26,49	1,04
26,52	1,11
26,54	1,06
26,56	1,14
26,59	1,09
26,61	1,16
26,64	1,13
26,66	1,19
26,69	1,16
26,71	1,22
26,73	1,18
26,76	1,25
26,78	1,21
26,81	1,26
26,83	1,23
26,86	1,27
26,88	1,25
26,91	1,30
26,93	1,26
26,95	1,32
26,98	1,29
27,00	1,34
27,03	1,36
27,05	1,41
27,08	1,41
27,10	1,45
27,13	1,42
27,15	1,46
27,17	1,46
27,20	1,47
27,22	1,48
27,25	1,47
27,27	1,47
27,30	1,51
27,32	1,54
27,35	1,57
27,37	1,60
27,39	1,58
27,42	1,62
27,44	1,61
27,47	1,63
27,49	1,63
27,52	1,64
27,54	1,60
27,57	1,64
27,59	1,61
27,61	1,66
27,64	1,64
27,66	1,67
27,69	1,64
27,71	1,69
27,74	1,67
27,76	1,75
27,78	1,70
27,81	1,75
27,83	1,70
27,86	1,75
27,88	1,70
27,91	1,76
27,93	1,69
27,96	1,76
27,98	1,70
28,00	1,77
28,03	1,73
28,05	1,80
28,08	1,75
28,10	1,81
28,13	1,75
28,15	1,83
28,18	1,76
28,20	1,80
28,22	1,75
28,25	1,80
28,27	1,74
28,30	1,79
28,32	1,72
28,35	1,78
28,37	1,71
28,40	1,74
28,42	1,70
28,44	1,76
28,47	1,71
28,49	1,77
28,52	1,72
28,54	1,76
28,57	1,73
28,59	1,77
28,62	1,74
28,64	1,76
28,66	1,69
28,69	1,72
28,71	1,68
28,74	1,71
28,76	1,69
28,79	1,68
28,81	1,64
28,84	1,67
28,86	1,65
28,88	1,69
28,91	1,67
28,93	1,64
28,96	1,62
28,98	1,60
29,01	1,61
29,03	1,62
29,05	1,60
29,08	1,57
29,10	1,56
29,13	1,54
29,15	1,58
29,18	1,55
29,20	1,54
29,23	1,52
29,25	1,52
29,27	1,49
29,30	1,53
29,32	1,49
29,35	1,50
29,37	1,45
29,40	1,47
29,42	1,44
29,45	1,47
29,47	1,42
29,49	1,47
29,52	1,41
29,54	1,44
29,57	1,38
29,59	1,42
29,62	1,39
29,64	1,42
29,67	1,34
29,69	1,39
29,71	1,31
29,74	1,37
29,76	1,31
29,79	1,34
29,81	1,27
29,84	1,31
29,86	1,24
29,89	1,31
29,91	1,25
29,93	1,30
29,96	1,25
29,98	1,31
30,01	1,26
30,03	1,31
30,06	1,25
30,08	1,29
30,10	1,24
30,13	1,27
30,15	1,23
30,18	1,26
30,20	1,20
30,23	1,24
30,25	1,21
30,28	1,26
30,30	1,22
30,32	1,25
30,35	1,24
30,37	1,27
30,40	1,25
30,42	1,28
30,45	1,24
30,47	1,25
30,50	1,23
30,52	1,23
30,54	1,23
30,57	1,25
